Nazwa Pliku;D20181943.txt;D20181937.txt;D20181947.txt;D20181950.txt
D20181943.txt;;7.069737683941135;6.943303204601481;17.290979922085704
D20181937.txt;7.069737683941135;;4.0450295745086855;8.931804465902237
D20181947.txt;6.943303204601481;4.0450295745086855;;5.237571087873782
D20181950.txt;17.290979922085704;8.931804465902237;5.237571087873782;
