Nazwa Pliku;D20181943.txt;D20181937.txt;D20181947.txt;D20181950.txt
D20181943.txt;;17.006884653331955;15.95108230909128;32.07829564249114
D20181937.txt;17.006884653331955;;16.802587363989986;17.273249508903945
D20181947.txt;15.95108230909128;16.802587363989986;;16.347426515642628
D20181950.txt;32.07829564249114;17.273249508903945;16.347426515642628;
