Nazwa Pliku;D20181943.txt;D20181937.txt;D20181947.txt;D20181950.txt
D20181943.txt;;0.9293026231605886;0.9305441394048989;0.827090200779143
D20181937.txt;0.9293026231605886;;0.9595342622637908;0.9106819553409776
D20181947.txt;0.9305441394048989;0.9595342622637908;;0.9476050651495688
D20181950.txt;0.827090200779143;0.9106819553409776;0.9476050651495688;
