Nazwa Pliku;D20181943.txt;D20181947.txt;D20181950.txt;D20181937.txt
D20181943.txt;;0.8396113968595442;0.6924163172848641;0.8318778491295145
D20181947.txt;0.8396113968595442;;0.8387362583492607;0.8324682183014556
D20181950.txt;0.6924163172848641;0.8387362583492607;;0.8301792796660603
D20181937.txt;0.8318778491295145;0.8324682183014556;0.8301792796660603;
