Nazwa Pliku;D20181937.txt;D20181950.txt;Artyku³Sportowy2.txt;Artyku³Sportowy1.txt
D20181937.txt;;0.91875;0.9948186528497409;0.9943502824858758
D20181950.txt;0.91875;;0.9666666666666667;0.9839142091152815
Artyku³Sportowy2.txt;0.9948186528497409;0.9666666666666667;;0.961038961038961
Artyku³Sportowy1.txt;0.9943502824858758;0.9839142091152815;0.961038961038961;
