Nazwa Pliku;D20181937.txt;D20181950.txt;Artyku³Sportowy2.txt;Artyku³Sportowy1.txt
D20181937.txt;;8.125000000000004;0.5181347150259086;0.5649717514124242
D20181950.txt;8.125000000000004;;3.3333333333333326;1.608579088471851
Artyku³Sportowy2.txt;0.5181347150259086;3.3333333333333326;;3.8961038961038974
Artyku³Sportowy1.txt;0.5649717514124242;1.608579088471851;3.8961038961038974;
